2023-10-12 20:49:17,236 INFO    StreamThr :30469 [internal.py:wandb_internal():86] W&B internal server running at pid: 30469, started at: 2023-10-12 20:49:17.235666
2023-10-12 20:49:17,237 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: status
2023-10-12 20:49:17,239 INFO    WriterThread:30469 [datastore.py:open_for_write():85] open: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204917-b8q36hll/run-b8q36hll.wandb
2023-10-12 20:49:17,239 DEBUG   SenderThread:30469 [sender.py:send():380] send: header
2023-10-12 20:49:17,266 DEBUG   SenderThread:30469 [sender.py:send():380] send: run
2023-10-12 20:49:17,772 INFO    SenderThread:30469 [dir_watcher.py:__init__():211] watching files in: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204917-b8q36hll/files
2023-10-12 20:49:17,772 INFO    SenderThread:30469 [sender.py:_start_run_threads():1122] run started: b8q36hll with start time 1697158157.236133
2023-10-12 20:49:17,785 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: check_version
2023-10-12 20:49:17,785 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: check_version
2023-10-12 20:49:17,939 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: run_start
2023-10-12 20:49:17,946 DEBUG   HandlerThread:30469 [system_info.py:__init__():32] System info init
2023-10-12 20:49:17,946 DEBUG   HandlerThread:30469 [system_info.py:__init__():47] System info init done
2023-10-12 20:49:17,946 INFO    HandlerThread:30469 [system_monitor.py:start():194] Starting system monitor
2023-10-12 20:49:17,947 INFO    SystemMonitor:30469 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-12 20:49:17,947 INFO    HandlerThread:30469 [system_monitor.py:probe():214] Collecting system info
2023-10-12 20:49:17,947 INFO    SystemMonitor:30469 [interfaces.py:start():190] Started cpu monitoring
2023-10-12 20:49:17,948 INFO    SystemMonitor:30469 [interfaces.py:start():190] Started disk monitoring
2023-10-12 20:49:17,948 DEBUG   HandlerThread:30469 [system_info.py:probe():196] Probing system
2023-10-12 20:49:17,949 INFO    SystemMonitor:30469 [interfaces.py:start():190] Started memory monitoring
2023-10-12 20:49:17,952 INFO    SystemMonitor:30469 [interfaces.py:start():190] Started network monitoring
2023-10-12 20:49:17,958 DEBUG   HandlerThread:30469 [system_info.py:_probe_git():181] Probing git
2023-10-12 20:49:18,007 DEBUG   HandlerThread:30469 [system_info.py:_probe_git():189] Probing git done
2023-10-12 20:49:18,008 DEBUG   HandlerThread:30469 [system_info.py:probe():244] Probing system done
2023-10-12 20:49:18,008 DEBUG   HandlerThread:30469 [system_monitor.py:probe():223] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.11.3', 'heartbeatAt': '2023-10-13T00:49:17.949046', 'startedAt': '2023-10-13T00:49:17.229927', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/sankaran/Projects/nih-cognitive-load/models/linear_nn.py', 'codePathLocal': 'models/linear_nn.py', 'codePath': 'models/linear_nn.py', 'git': {'remote': 'https://github.com/sankaranv/nih-cognitive-load', 'commit': '5c047da18fc56ceaf1e8244368f55c26471543eb'}, 'email': 'sankaranv8@gmail.com', 'root': '/Users/sankaran/Projects/nih-cognitive-load', 'host': 'treedome', 'username': 'sankaran', 'executable': '/Users/sankaran/.miniconda3/envs/nih-cognitive-load/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2400, 'min': 2400, 'max': 2400}, 'cpu_freq_per_core': [{'current': 2400, 'min': 2400, 'max': 2400}], 'disk': {'/': {'total': 465.62699127197266, 'used': 8.540298461914062}}, 'memory': {'total': 16.0}}
2023-10-12 20:49:18,008 INFO    HandlerThread:30469 [system_monitor.py:probe():224] Finished collecting system info
2023-10-12 20:49:18,008 INFO    HandlerThread:30469 [system_monitor.py:probe():227] Publishing system info
2023-10-12 20:49:18,008 DEBUG   HandlerThread:30469 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-12 20:49:18,008 DEBUG   HandlerThread:30469 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-12 20:49:18,008 DEBUG   HandlerThread:30469 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-12 20:49:18,240 DEBUG   HandlerThread:30469 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-12 20:49:18,242 INFO    HandlerThread:30469 [system_monitor.py:probe():229] Finished publishing system info
2023-10-12 20:49:18,244 DEBUG   SenderThread:30469 [sender.py:send():380] send: files
2023-10-12 20:49:18,244 INFO    SenderThread:30469 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-12 20:49:18,250 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: stop_status
2023-10-12 20:49:18,250 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: stop_status
2023-10-12 20:49:18,252 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-12 20:49:18,482 DEBUG   SenderThread:30469 [sender.py:send():380] send: telemetry
2023-10-12 20:49:18,483 DEBUG   SenderThread:30469 [sender.py:send():380] send: telemetry
2023-10-12 20:49:18,484 DEBUG   SenderThread:30469 [sender.py:send():380] send: exit
2023-10-12 20:49:18,484 INFO    SenderThread:30469 [sender.py:send_exit():585] handling exit code: 1
2023-10-12 20:49:18,484 INFO    SenderThread:30469 [sender.py:send_exit():587] handling runtime: 0
2023-10-12 20:49:18,484 INFO    SenderThread:30469 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-12 20:49:18,484 INFO    SenderThread:30469 [sender.py:send_exit():593] send defer
2023-10-12 20:49:18,485 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:18,485 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 0
2023-10-12 20:49:18,485 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:18,485 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 0
2023-10-12 20:49:18,485 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 1
2023-10-12 20:49:18,485 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:18,485 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 1
2023-10-12 20:49:18,485 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:18,485 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 1
2023-10-12 20:49:18,485 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 2
2023-10-12 20:49:18,485 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:18,485 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 2
2023-10-12 20:49:18,485 INFO    HandlerThread:30469 [system_monitor.py:finish():203] Stopping system monitor
2023-10-12 20:49:18,486 DEBUG   SystemMonitor:30469 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-12 20:49:18,486 DEBUG   SystemMonitor:30469 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-10-12 20:49:18,486 DEBUG   SystemMonitor:30469 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-10-12 20:49:18,486 INFO    HandlerThread:30469 [interfaces.py:finish():202] Joined cpu monitor
2023-10-12 20:49:18,486 INFO    HandlerThread:30469 [interfaces.py:finish():202] Joined disk monitor
2023-10-12 20:49:18,487 INFO    HandlerThread:30469 [interfaces.py:finish():202] Joined memory monitor
2023-10-12 20:49:18,487 INFO    HandlerThread:30469 [interfaces.py:finish():202] Joined network monitor
2023-10-12 20:49:18,487 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:18,487 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 2
2023-10-12 20:49:18,487 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 3
2023-10-12 20:49:18,487 DEBUG   SenderThread:30469 [sender.py:send():380] send: stats
2023-10-12 20:49:18,487 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:18,487 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 3
2023-10-12 20:49:18,487 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:18,488 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 3
2023-10-12 20:49:18,488 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 4
2023-10-12 20:49:18,488 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:18,488 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 4
2023-10-12 20:49:18,488 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:18,488 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 4
2023-10-12 20:49:18,488 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 5
2023-10-12 20:49:18,488 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:18,488 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 5
2023-10-12 20:49:18,489 DEBUG   SenderThread:30469 [sender.py:send():380] send: summary
2023-10-12 20:49:18,489 INFO    SenderThread:30469 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-12 20:49:18,489 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:18,489 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 5
2023-10-12 20:49:18,489 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 6
2023-10-12 20:49:18,489 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:18,489 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 6
2023-10-12 20:49:18,489 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:18,489 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 6
2023-10-12 20:49:18,492 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: status_report
2023-10-12 20:49:18,671 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 7
2023-10-12 20:49:18,671 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:18,671 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 7
2023-10-12 20:49:18,671 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:18,671 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 7
2023-10-12 20:49:18,687 INFO    wandb-upload_0:30469 [upload_job.py:push():131] Uploaded file /var/folders/t1/q8t1pdps6q18pqkczqpv0p2r0000gn/T/tmpak_stlplwandb/66ppdyen-wandb-metadata.json
2023-10-12 20:49:18,778 INFO    Thread-12 :30469 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204917-b8q36hll/files/config.yaml
2023-10-12 20:49:18,778 INFO    Thread-12 :30469 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204917-b8q36hll/files/requirements.txt
2023-10-12 20:49:18,778 INFO    Thread-12 :30469 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204917-b8q36hll/files/conda-environment.yaml
2023-10-12 20:49:18,778 INFO    Thread-12 :30469 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204917-b8q36hll/files/wandb-summary.json
2023-10-12 20:49:18,779 INFO    Thread-12 :30469 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204917-b8q36hll/files/output.log
2023-10-12 20:49:18,779 INFO    Thread-12 :30469 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204917-b8q36hll/files/wandb-metadata.json
2023-10-12 20:49:19,281 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: poll_exit
2023-10-12 20:49:20,507 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 8
2023-10-12 20:49:20,507 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: poll_exit
2023-10-12 20:49:20,507 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:20,507 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 8
2023-10-12 20:49:20,508 DEBUG   SenderThread:30469 [sender.py:send_request():407] send_request: defer
2023-10-12 20:49:20,508 INFO    SenderThread:30469 [sender.py:send_request_defer():609] handle sender defer: 8
2023-10-12 20:49:20,508 INFO    SenderThread:30469 [job_builder.py:build():281] Attempting to build job artifact
2023-10-12 20:49:20,508 INFO    SenderThread:30469 [job_builder.py:_get_source_type():393] is repo sourced job
2023-10-12 20:49:20,510 INFO    SenderThread:30469 [job_builder.py:build():369] adding wandb-job metadata file
2023-10-12 20:49:20,514 INFO    SenderThread:30469 [sender.py:transition_state():613] send defer: 9
2023-10-12 20:49:20,514 DEBUG   HandlerThread:30469 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:49:20,514 INFO    HandlerThread:30469 [handler.py:handle_request_defer():172] handle defer: 9
